"subbasin","opcat_id","opcat_name"
1,3317,"Middle Swale"
2,3317,"Middle Swale"
3,3317,"Middle Swale"
4,3317,"Middle Swale"
5,3317,"Middle Swale"
6,3317,"Middle Swale"
7,3317,"Middle Swale"
8,3317,"Middle Swale"
9,3317,"Middle Swale"
10,3317,"Middle Swale"
11,3503,"Upper Swale"
12,3317,"Middle Swale"
13,3317,"Middle Swale"
14,3317,"Middle Swale"
15,3317,"Middle Swale"
16,3317,"Middle Swale"
17,3503,"Upper Swale"
18,3317,"Middle Swale"
19,3317,"Middle Swale"
20,3317,"Middle Swale"
21,3317,"Middle Swale"
22,3317,"Middle Swale"
23,3503,"Upper Swale"
24,3317,"Middle Swale"
25,3503,"Upper Swale"
26,3317,"Middle Swale"
27,3317,"Middle Swale"
28,3503,"Upper Swale"
29,3317,"Middle Swale"
30,3317,"Middle Swale"
31,3317,"Middle Swale"
32,3503,"Upper Swale"
33,3317,"Middle Swale"
34,3503,"Upper Swale"
35,3317,"Middle Swale"
36,3317,"Middle Swale"
37,3317,"Middle Swale"
38,3317,"Middle Swale"
39,3317,"Middle Swale"
40,3317,"Middle Swale"
41,3317,"Middle Swale"
42,3317,"Middle Swale"
43,3503,"Upper Swale"
44,3317,"Middle Swale"
45,3317,"Middle Swale"
46,3503,"Upper Swale"
47,3317,"Middle Swale"
48,3503,"Upper Swale"
49,3317,"Middle Swale"
50,3317,"Middle Swale"
51,3317,"Middle Swale"
52,3317,"Middle Swale"
53,3317,"Middle Swale"
54,3317,"Middle Swale"
55,3317,"Middle Swale"
56,3317,"Middle Swale"
57,3317,"Middle Swale"
58,3317,"Middle Swale"
59,3503,"Upper Swale"
60,3317,"Middle Swale"
61,3503,"Upper Swale"
62,3317,"Middle Swale"
63,3503,"Upper Swale"
64,3503,"Upper Swale"
65,3503,"Upper Swale"
66,3503,"Upper Swale"
67,3317,"Middle Swale"
68,3317,"Middle Swale"
69,3317,"Middle Swale"
70,3317,"Middle Swale"
71,3503,"Upper Swale"
72,3503,"Upper Swale"
73,3503,"Upper Swale"
74,3317,"Middle Swale"
75,3503,"Upper Swale"
76,3317,"Middle Swale"
77,3503,"Upper Swale"
78,3317,"Middle Swale"
79,3317,"Middle Swale"
80,3503,"Upper Swale"
81,3503,"Upper Swale"
82,3503,"Upper Swale"
83,3503,"Upper Swale"
84,3317,"Middle Swale"
85,3317,"Middle Swale"
86,3317,"Middle Swale"
87,3317,"Middle Swale"
88,3317,"Middle Swale"
89,3317,"Middle Swale"
90,3503,"Upper Swale"
91,3503,"Upper Swale"
92,3317,"Middle Swale"
93,3503,"Upper Swale"
94,3317,"Middle Swale"
95,3317,"Middle Swale"
96,3317,"Middle Swale"
97,3503,"Upper Swale"
98,3317,"Middle Swale"
99,3503,"Upper Swale"
100,3317,"Middle Swale"
101,3503,"Upper Swale"
102,3503,"Upper Swale"
103,3317,"Middle Swale"
104,3317,"Middle Swale"
105,3317,"Middle Swale"
106,3503,"Upper Swale"
107,3317,"Middle Swale"
108,3503,"Upper Swale"
109,3503,"Upper Swale"
110,3503,"Upper Swale"
111,3503,"Upper Swale"
112,3503,"Upper Swale"
113,3317,"Middle Swale"
114,3503,"Upper Swale"
115,3503,"Upper Swale"
116,3317,"Middle Swale"
117,3317,"Middle Swale"
118,3317,"Middle Swale"
119,3503,"Upper Swale"
120,3503,"Upper Swale"
121,3317,"Middle Swale"
122,3503,"Upper Swale"
123,3503,"Upper Swale"
124,3503,"Upper Swale"
125,3503,"Upper Swale"
126,3503,"Upper Swale"
127,3503,"Upper Swale"
128,3317,"Middle Swale"
129,3503,"Upper Swale"
130,3503,"Upper Swale"
131,3503,"Upper Swale"
132,3503,"Upper Swale"
133,3503,"Upper Swale"
134,3503,"Upper Swale"
135,3503,"Upper Swale"
136,3317,"Middle Swale"
137,3317,"Middle Swale"
138,3503,"Upper Swale"
139,3317,"Middle Swale"
140,3503,"Upper Swale"
141,3503,"Upper Swale"
142,3503,"Upper Swale"
143,3503,"Upper Swale"
144,3317,"Middle Swale"
145,3317,"Middle Swale"
146,3503,"Upper Swale"
147,3503,"Upper Swale"
148,3503,"Upper Swale"
149,3317,"Middle Swale"
150,3503,"Upper Swale"
151,3503,"Upper Swale"
152,3317,"Middle Swale"
153,3503,"Upper Swale"
154,3503,"Upper Swale"
155,3503,"Upper Swale"
156,3317,"Middle Swale"
157,3503,"Upper Swale"
158,3503,"Upper Swale"
159,3503,"Upper Swale"
160,3317,"Middle Swale"
161,3317,"Middle Swale"
162,3503,"Upper Swale"
163,3503,"Upper Swale"
164,3503,"Upper Swale"
165,3317,"Middle Swale"
166,3503,"Upper Swale"
167,3317,"Middle Swale"
168,3503,"Upper Swale"
169,3503,"Upper Swale"
170,3317,"Middle Swale"
171,3503,"Upper Swale"
172,3503,"Upper Swale"
173,3317,"Middle Swale"
174,3503,"Upper Swale"
175,3503,"Upper Swale"
176,3503,"Upper Swale"
177,3503,"Upper Swale"
178,3503,"Upper Swale"
179,3317,"Middle Swale"
180,3317,"Middle Swale"
181,3503,"Upper Swale"
182,3317,"Middle Swale"
183,3503,"Upper Swale"
184,3503,"Upper Swale"
185,3317,"Middle Swale"
186,3317,"Middle Swale"
187,3317,"Middle Swale"
188,3317,"Middle Swale"
189,3503,"Upper Swale"
190,3317,"Middle Swale"
191,3503,"Upper Swale"
192,3541,"Wiske"
193,3503,"Upper Swale"
194,3317,"Middle Swale"
195,3503,"Upper Swale"
196,3503,"Upper Swale"
197,3541,"Wiske"
198,3317,"Middle Swale"
199,3317,"Middle Swale"
200,3503,"Upper Swale"
201,3503,"Upper Swale"
202,3317,"Middle Swale"
203,3503,"Upper Swale"
204,3503,"Upper Swale"
205,3541,"Wiske"
206,3503,"Upper Swale"
207,3503,"Upper Swale"
208,3503,"Upper Swale"
209,3317,"Middle Swale"
210,3317,"Middle Swale"
211,3317,"Middle Swale"
212,3503,"Upper Swale"
213,3503,"Upper Swale"
214,3503,"Upper Swale"
215,3503,"Upper Swale"
216,3317,"Middle Swale"
217,3503,"Upper Swale"
218,3503,"Upper Swale"
219,3541,"Wiske"
220,3503,"Upper Swale"
221,3503,"Upper Swale"
222,3503,"Upper Swale"
223,3317,"Middle Swale"
224,3317,"Middle Swale"
225,3317,"Middle Swale"
226,3503,"Upper Swale"
227,3503,"Upper Swale"
228,3503,"Upper Swale"
229,3317,"Middle Swale"
230,3503,"Upper Swale"
231,3317,"Middle Swale"
232,3503,"Upper Swale"
233,3503,"Upper Swale"
234,3317,"Middle Swale"
235,3503,"Upper Swale"
236,3541,"Wiske"
237,3503,"Upper Swale"
238,3317,"Middle Swale"
239,3317,"Middle Swale"
240,3503,"Upper Swale"
241,3317,"Middle Swale"
242,3503,"Upper Swale"
243,3503,"Upper Swale"
244,3317,"Middle Swale"
245,3503,"Upper Swale"
246,3503,"Upper Swale"
247,3541,"Wiske"
248,3503,"Upper Swale"
249,3317,"Middle Swale"
250,3541,"Wiske"
251,3503,"Upper Swale"
252,3317,"Middle Swale"
253,3541,"Wiske"
254,3503,"Upper Swale"
255,3503,"Upper Swale"
256,3317,"Middle Swale"
257,3317,"Middle Swale"
258,3503,"Upper Swale"
259,3317,"Middle Swale"
260,3317,"Middle Swale"
261,3503,"Upper Swale"
262,3317,"Middle Swale"
263,3503,"Upper Swale"
264,3503,"Upper Swale"
265,3503,"Upper Swale"
266,3317,"Middle Swale"
267,3541,"Wiske"
268,3166,"Eden Upper"
269,3503,"Upper Swale"
270,3317,"Middle Swale"
271,3317,"Middle Swale"
272,3503,"Upper Swale"
273,3541,"Wiske"
274,3317,"Middle Swale"
275,3503,"Upper Swale"
276,3503,"Upper Swale"
277,3541,"Wiske"
278,3541,"Wiske"
279,3503,"Upper Swale"
280,3317,"Middle Swale"
281,3317,"Middle Swale"
282,3503,"Upper Swale"
283,3317,"Middle Swale"
284,3503,"Upper Swale"
285,3503,"Upper Swale"
286,3503,"Upper Swale"
287,3541,"Wiske"
288,3541,"Wiske"
289,3503,"Upper Swale"
290,3317,"Middle Swale"
291,3317,"Middle Swale"
292,3503,"Upper Swale"
293,3541,"Wiske"
294,3503,"Upper Swale"
295,3503,"Upper Swale"
296,3503,"Upper Swale"
297,3503,"Upper Swale"
298,3317,"Middle Swale"
299,3541,"Wiske"
300,3541,"Wiske"
301,3317,"Middle Swale"
302,3541,"Wiske"
303,3541,"Wiske"
304,3503,"Upper Swale"
305,3503,"Upper Swale"
306,3503,"Upper Swale"
307,3503,"Upper Swale"
308,3317,"Middle Swale"
309,3541,"Wiske"
310,3541,"Wiske"
311,3503,"Upper Swale"
312,3503,"Upper Swale"
313,3317,"Middle Swale"
314,3541,"Wiske"
315,3503,"Upper Swale"
316,3317,"Middle Swale"
317,3541,"Wiske"
318,3541,"Wiske"
319,3541,"Wiske"
320,3503,"Upper Swale"
321,3541,"Wiske"
322,3541,"Wiske"
323,3317,"Middle Swale"
324,3541,"Wiske"
325,3541,"Wiske"
326,3541,"Wiske"
327,3541,"Wiske"
328,3541,"Wiske"
329,3541,"Wiske"
330,3317,"Middle Swale"
331,3317,"Middle Swale"
332,3541,"Wiske"
333,3503,"Upper Swale"
334,3541,"Wiske"
335,3541,"Wiske"
336,3317,"Middle Swale"
337,3541,"Wiske"
338,3541,"Wiske"
339,3503,"Upper Swale"
340,3503,"Upper Swale"
341,3503,"Upper Swale"
342,3541,"Wiske"
343,3541,"Wiske"
344,3503,"Upper Swale"
345,3503,"Upper Swale"
346,3317,"Middle Swale"
347,3317,"Middle Swale"
348,3503,"Upper Swale"
349,3541,"Wiske"
350,3503,"Upper Swale"
351,3317,"Middle Swale"
352,3503,"Upper Swale"
353,3541,"Wiske"
354,3503,"Upper Swale"
355,3503,"Upper Swale"
356,3503,"Upper Swale"
357,3317,"Middle Swale"
358,3541,"Wiske"
359,3503,"Upper Swale"
360,3503,"Upper Swale"
361,3503,"Upper Swale"
362,3541,"Wiske"
363,3317,"Middle Swale"
364,3503,"Upper Swale"
365,3317,"Middle Swale"
366,3317,"Middle Swale"
367,3317,"Middle Swale"
368,3541,"Wiske"
369,3503,"Upper Swale"
370,3503,"Upper Swale"
371,3541,"Wiske"
372,3541,"Wiske"
373,3317,"Middle Swale"
374,3503,"Upper Swale"
375,3317,"Middle Swale"
376,3317,"Middle Swale"
377,3541,"Wiske"
378,3503,"Upper Swale"
379,3541,"Wiske"
380,3503,"Upper Swale"
381,3503,"Upper Swale"
382,3317,"Middle Swale"
383,3317,"Middle Swale"
384,3503,"Upper Swale"
385,3541,"Wiske"
386,3541,"Wiske"
387,3317,"Middle Swale"
388,3541,"Wiske"
389,3503,"Upper Swale"
390,3503,"Upper Swale"
391,3541,"Wiske"
392,3541,"Wiske"
393,3317,"Middle Swale"
394,3317,"Middle Swale"
395,3541,"Wiske"
396,3503,"Upper Swale"
397,3503,"Upper Swale"
398,3503,"Upper Swale"
399,3503,"Upper Swale"
400,3541,"Wiske"
401,3503,"Upper Swale"
402,3503,"Upper Swale"
403,3503,"Upper Swale"
404,3541,"Wiske"
405,3503,"Upper Swale"
406,3317,"Middle Swale"
407,3503,"Upper Swale"
408,3317,"Middle Swale"
409,3503,"Upper Swale"
410,3317,"Middle Swale"
411,3503,"Upper Swale"
412,3317,"Middle Swale"
413,3317,"Middle Swale"
414,3503,"Upper Swale"
415,3541,"Wiske"
416,3541,"Wiske"
417,3317,"Middle Swale"
418,3317,"Middle Swale"
419,3503,"Upper Swale"
420,3503,"Upper Swale"
421,3541,"Wiske"
422,3541,"Wiske"
423,3541,"Wiske"
424,3541,"Wiske"
425,3317,"Middle Swale"
426,3503,"Upper Swale"
427,3317,"Middle Swale"
428,3503,"Upper Swale"
429,3541,"Wiske"
430,3317,"Middle Swale"
431,3503,"Upper Swale"
432,3503,"Upper Swale"
433,3317,"Middle Swale"
434,3317,"Middle Swale"
435,3541,"Wiske"
436,3503,"Upper Swale"
437,3317,"Middle Swale"
438,3541,"Wiske"
439,3541,"Wiske"
440,3503,"Upper Swale"
441,3503,"Upper Swale"
442,3317,"Middle Swale"
443,3541,"Wiske"
444,3503,"Upper Swale"
445,3503,"Upper Swale"
446,3503,"Upper Swale"
447,3503,"Upper Swale"
448,3317,"Middle Swale"
449,3503,"Upper Swale"
450,3503,"Upper Swale"
451,3541,"Wiske"
452,3541,"Wiske"
453,3503,"Upper Swale"
454,3503,"Upper Swale"
455,3317,"Middle Swale"
456,3541,"Wiske"
457,3317,"Middle Swale"
458,3317,"Middle Swale"
459,3541,"Wiske"
460,3503,"Upper Swale"
461,3317,"Middle Swale"
462,3503,"Upper Swale"
463,3317,"Middle Swale"
464,3541,"Wiske"
465,3503,"Upper Swale"
466,3503,"Upper Swale"
467,3317,"Middle Swale"
468,3503,"Upper Swale"
469,3503,"Upper Swale"
470,3317,"Middle Swale"
471,3387,"Rye"
472,3503,"Upper Swale"
473,3503,"Upper Swale"
474,3317,"Middle Swale"
475,3541,"Wiske"
476,3317,"Middle Swale"
477,3503,"Upper Swale"
478,3503,"Upper Swale"
479,3387,"Rye"
480,3541,"Wiske"
481,3503,"Upper Swale"
482,3503,"Upper Swale"
483,3541,"Wiske"
484,3541,"Wiske"
485,3503,"Upper Swale"
486,3541,"Wiske"
487,3503,"Upper Swale"
488,3317,"Middle Swale"
489,3541,"Wiske"
490,3503,"Upper Swale"
491,3317,"Middle Swale"
492,3503,"Upper Swale"
493,3503,"Upper Swale"
494,3317,"Middle Swale"
495,3541,"Wiske"
496,3541,"Wiske"
497,3503,"Upper Swale"
498,3317,"Middle Swale"
499,3317,"Middle Swale"
500,3317,"Middle Swale"
501,3503,"Upper Swale"
502,3541,"Wiske"
503,3503,"Upper Swale"
504,3503,"Upper Swale"
505,3503,"Upper Swale"
506,3541,"Wiske"
507,3503,"Upper Swale"
508,3503,"Upper Swale"
509,3503,"Upper Swale"
510,3387,"Rye"
511,3503,"Upper Swale"
512,3503,"Upper Swale"
513,3317,"Middle Swale"
514,3503,"Upper Swale"
515,3541,"Wiske"
516,3503,"Upper Swale"
517,3541,"Wiske"
518,3503,"Upper Swale"
519,3317,"Middle Swale"
520,3541,"Wiske"
521,3541,"Wiske"
522,3387,"Rye"
523,3503,"Upper Swale"
524,3541,"Wiske"
525,3387,"Rye"
526,3317,"Middle Swale"
527,3317,"Middle Swale"
528,3541,"Wiske"
529,3503,"Upper Swale"
530,3503,"Upper Swale"
531,3387,"Rye"
532,3541,"Wiske"
533,3387,"Rye"
534,3503,"Upper Swale"
535,3317,"Middle Swale"
536,3503,"Upper Swale"
537,3541,"Wiske"
538,3317,"Middle Swale"
539,3317,"Middle Swale"
540,3503,"Upper Swale"
541,3503,"Upper Swale"
542,3317,"Middle Swale"
543,3541,"Wiske"
544,3503,"Upper Swale"
545,3541,"Wiske"
546,3503,"Upper Swale"
547,3387,"Rye"
548,3541,"Wiske"
549,3541,"Wiske"
550,3503,"Upper Swale"
551,3541,"Wiske"
552,3503,"Upper Swale"
553,3503,"Upper Swale"
554,3317,"Middle Swale"
555,3541,"Wiske"
556,3541,"Wiske"
557,3541,"Wiske"
558,3387,"Rye"
559,3541,"Wiske"
560,3503,"Upper Swale"
561,3387,"Rye"
562,3387,"Rye"
563,3317,"Middle Swale"
564,3541,"Wiske"
565,3503,"Upper Swale"
566,3541,"Wiske"
567,3503,"Upper Swale"
568,3503,"Upper Swale"
569,3541,"Wiske"
570,3503,"Upper Swale"
571,3541,"Wiske"
572,3503,"Upper Swale"
573,3317,"Middle Swale"
574,3503,"Upper Swale"
575,3387,"Rye"
576,3541,"Wiske"
577,3317,"Middle Swale"
578,3503,"Upper Swale"
579,3503,"Upper Swale"
580,3387,"Rye"
581,3541,"Wiske"
582,3503,"Upper Swale"
583,3541,"Wiske"
584,3541,"Wiske"
585,3541,"Wiske"
586,3503,"Upper Swale"
587,3503,"Upper Swale"
588,3503,"Upper Swale"
589,3541,"Wiske"
590,3503,"Upper Swale"
591,3387,"Rye"
592,3541,"Wiske"
593,3503,"Upper Swale"
594,3503,"Upper Swale"
595,3317,"Middle Swale"
596,3387,"Rye"
597,3317,"Middle Swale"
598,3503,"Upper Swale"
599,3541,"Wiske"
600,3503,"Upper Swale"
601,3317,"Middle Swale"
602,3317,"Middle Swale"
603,3503,"Upper Swale"
604,3503,"Upper Swale"
605,3387,"Rye"
606,3503,"Upper Swale"
607,3387,"Rye"
608,3489,"Upper Derwent Yorkshire"
609,3387,"Rye"
610,3317,"Middle Swale"
611,3503,"Upper Swale"
612,3541,"Wiske"
613,3503,"Upper Swale"
614,3503,"Upper Swale"
615,3503,"Upper Swale"
616,3503,"Upper Swale"
617,3541,"Wiske"
618,3489,"Upper Derwent Yorkshire"
619,3503,"Upper Swale"
620,3503,"Upper Swale"
621,3541,"Wiske"
622,3541,"Wiske"
623,3503,"Upper Swale"
624,3387,"Rye"
625,3541,"Wiske"
626,3503,"Upper Swale"
627,3503,"Upper Swale"
628,3387,"Rye"
629,3503,"Upper Swale"
630,3503,"Upper Swale"
631,3503,"Upper Swale"
632,3317,"Middle Swale"
633,3541,"Wiske"
634,3387,"Rye"
635,3503,"Upper Swale"
636,3317,"Middle Swale"
637,3489,"Upper Derwent Yorkshire"
638,3503,"Upper Swale"
639,3503,"Upper Swale"
640,3541,"Wiske"
641,3503,"Upper Swale"
642,3541,"Wiske"
643,3503,"Upper Swale"
644,3317,"Middle Swale"
645,3503,"Upper Swale"
646,3387,"Rye"
647,3317,"Middle Swale"
648,3503,"Upper Swale"
649,3503,"Upper Swale"
650,3503,"Upper Swale"
651,3387,"Rye"
652,3541,"Wiske"
653,3503,"Upper Swale"
654,3503,"Upper Swale"
655,3541,"Wiske"
656,3387,"Rye"
657,3387,"Rye"
658,3541,"Wiske"
659,3317,"Middle Swale"
660,3503,"Upper Swale"
661,3317,"Middle Swale"
662,3387,"Rye"
663,3503,"Upper Swale"
664,3503,"Upper Swale"
665,3503,"Upper Swale"
666,3317,"Middle Swale"
667,3503,"Upper Swale"
668,3503,"Upper Swale"
669,3317,"Middle Swale"
670,3387,"Rye"
671,3541,"Wiske"
672,3503,"Upper Swale"
673,3387,"Rye"
674,3317,"Middle Swale"
675,3503,"Upper Swale"
676,3317,"Middle Swale"
677,3317,"Middle Swale"
678,3503,"Upper Swale"
679,3503,"Upper Swale"
680,3317,"Middle Swale"
681,3503,"Upper Swale"
682,3317,"Middle Swale"
683,3541,"Wiske"
684,3489,"Upper Derwent Yorkshire"
685,3503,"Upper Swale"
686,3503,"Upper Swale"
687,3317,"Middle Swale"
688,3541,"Wiske"
689,3317,"Middle Swale"
690,3503,"Upper Swale"
691,3503,"Upper Swale"
692,3503,"Upper Swale"
693,3503,"Upper Swale"
694,3317,"Middle Swale"
695,3541,"Wiske"
696,3541,"Wiske"
697,3503,"Upper Swale"
698,3317,"Middle Swale"
699,3387,"Rye"
700,3387,"Rye"
701,3503,"Upper Swale"
702,3317,"Middle Swale"
703,3541,"Wiske"
704,3317,"Middle Swale"
705,3317,"Middle Swale"
706,3503,"Upper Swale"
707,3317,"Middle Swale"
708,3541,"Wiske"
709,3317,"Middle Swale"
710,3503,"Upper Swale"
711,3317,"Middle Swale"
712,3503,"Upper Swale"
713,3503,"Upper Swale"
714,3387,"Rye"
715,3317,"Middle Swale"
716,3503,"Upper Swale"
717,3503,"Upper Swale"
718,3317,"Middle Swale"
719,3317,"Middle Swale"
720,3387,"Rye"
721,3503,"Upper Swale"
722,3541,"Wiske"
723,3503,"Upper Swale"
724,3541,"Wiske"
725,3503,"Upper Swale"
726,3317,"Middle Swale"
727,3317,"Middle Swale"
728,3503,"Upper Swale"
729,3541,"Wiske"
730,3489,"Upper Derwent Yorkshire"
731,3317,"Middle Swale"
732,3541,"Wiske"
733,3503,"Upper Swale"
734,3541,"Wiske"
735,3387,"Rye"
736,3541,"Wiske"
737,3387,"Rye"
738,3317,"Middle Swale"
739,3387,"Rye"
740,3503,"Upper Swale"
741,3317,"Middle Swale"
742,3317,"Middle Swale"
743,3541,"Wiske"
744,3503,"Upper Swale"
745,3317,"Middle Swale"
746,3541,"Wiske"
747,3503,"Upper Swale"
748,3503,"Upper Swale"
749,3503,"Upper Swale"
750,3387,"Rye"
751,3317,"Middle Swale"
752,3387,"Rye"
753,3503,"Upper Swale"
754,3317,"Middle Swale"
755,3317,"Middle Swale"
756,3317,"Middle Swale"
757,3503,"Upper Swale"
758,3503,"Upper Swale"
759,3503,"Upper Swale"
760,3387,"Rye"
761,3503,"Upper Swale"
762,3387,"Rye"
763,3317,"Middle Swale"
764,3387,"Rye"
765,3503,"Upper Swale"
766,3387,"Rye"
767,3503,"Upper Swale"
768,3541,"Wiske"
769,3387,"Rye"
770,3503,"Upper Swale"
771,3503,"Upper Swale"
772,3387,"Rye"
773,3503,"Upper Swale"
774,3503,"Upper Swale"
775,3317,"Middle Swale"
776,3541,"Wiske"
777,3503,"Upper Swale"
778,3317,"Middle Swale"
779,3503,"Upper Swale"
780,3489,"Upper Derwent Yorkshire"
781,3503,"Upper Swale"
782,3317,"Middle Swale"
783,3317,"Middle Swale"
784,3317,"Middle Swale"
785,3489,"Upper Derwent Yorkshire"
786,3503,"Upper Swale"
787,3317,"Middle Swale"
788,3541,"Wiske"
789,3503,"Upper Swale"
790,3541,"Wiske"
791,3387,"Rye"
792,3503,"Upper Swale"
793,3317,"Middle Swale"
794,3541,"Wiske"
795,3503,"Upper Swale"
796,3503,"Upper Swale"
797,3387,"Rye"
798,3503,"Upper Swale"
799,3503,"Upper Swale"
800,3503,"Upper Swale"
801,3503,"Upper Swale"
802,3317,"Middle Swale"
803,3387,"Rye"
804,3541,"Wiske"
805,3503,"Upper Swale"
806,3503,"Upper Swale"
807,3503,"Upper Swale"
808,3387,"Rye"
809,3541,"Wiske"
810,3541,"Wiske"
811,3317,"Middle Swale"
812,3317,"Middle Swale"
813,3541,"Wiske"
814,3503,"Upper Swale"
815,3503,"Upper Swale"
816,3503,"Upper Swale"
817,3541,"Wiske"
818,3387,"Rye"
819,3541,"Wiske"
820,3387,"Rye"
821,3317,"Middle Swale"
822,3503,"Upper Swale"
823,3541,"Wiske"
824,3541,"Wiske"
825,3387,"Rye"
826,3503,"Upper Swale"
827,3503,"Upper Swale"
828,3503,"Upper Swale"
829,3503,"Upper Swale"
830,3317,"Middle Swale"
831,3317,"Middle Swale"
832,3503,"Upper Swale"
833,3387,"Rye"
834,3317,"Middle Swale"
835,3317,"Middle Swale"
836,3387,"Rye"
837,3541,"Wiske"
838,3317,"Middle Swale"
839,3387,"Rye"
840,3387,"Rye"
841,3503,"Upper Swale"
842,3541,"Wiske"
843,3503,"Upper Swale"
844,3541,"Wiske"
845,3317,"Middle Swale"
846,3503,"Upper Swale"
847,3503,"Upper Swale"
848,3541,"Wiske"
849,3387,"Rye"
850,3503,"Upper Swale"
851,3503,"Upper Swale"
852,3503,"Upper Swale"
853,3387,"Rye"
854,3503,"Upper Swale"
855,3317,"Middle Swale"
856,3387,"Rye"
857,3503,"Upper Swale"
858,3541,"Wiske"
859,3387,"Rye"
860,3387,"Rye"
861,3541,"Wiske"
862,3387,"Rye"
863,3541,"Wiske"
864,3503,"Upper Swale"
865,3317,"Middle Swale"
866,3317,"Middle Swale"
867,3387,"Rye"
868,3317,"Middle Swale"
869,3541,"Wiske"
870,3503,"Upper Swale"
871,3503,"Upper Swale"
872,3503,"Upper Swale"
873,3503,"Upper Swale"
874,3541,"Wiske"
875,3489,"Upper Derwent Yorkshire"
876,3317,"Middle Swale"
877,3387,"Rye"
878,3387,"Rye"
879,3387,"Rye"
880,3541,"Wiske"
881,3317,"Middle Swale"
882,3387,"Rye"
883,3317,"Middle Swale"
884,3387,"Rye"
885,3541,"Wiske"
886,3503,"Upper Swale"
887,3541,"Wiske"
888,3489,"Upper Derwent Yorkshire"
889,3489,"Upper Derwent Yorkshire"
890,3489,"Upper Derwent Yorkshire"
891,3503,"Upper Swale"
892,3503,"Upper Swale"
893,3387,"Rye"
894,3387,"Rye"
895,3387,"Rye"
896,3489,"Upper Derwent Yorkshire"
897,3503,"Upper Swale"
898,3317,"Middle Swale"
899,3503,"Upper Swale"
900,3541,"Wiske"
901,3541,"Wiske"
902,3503,"Upper Swale"
903,3541,"Wiske"
904,3503,"Upper Swale"
905,3387,"Rye"
906,3541,"Wiske"
907,3541,"Wiske"
908,3503,"Upper Swale"
909,3503,"Upper Swale"
910,3317,"Middle Swale"
911,3489,"Upper Derwent Yorkshire"
912,3387,"Rye"
913,3541,"Wiske"
914,3387,"Rye"
915,3503,"Upper Swale"
916,3489,"Upper Derwent Yorkshire"
917,3489,"Upper Derwent Yorkshire"
918,3541,"Wiske"
919,3387,"Rye"
920,3387,"Rye"
921,3387,"Rye"
922,3317,"Middle Swale"
923,3541,"Wiske"
924,3503,"Upper Swale"
925,3317,"Middle Swale"
926,3387,"Rye"
927,3503,"Upper Swale"
928,3541,"Wiske"
929,3317,"Middle Swale"
930,3387,"Rye"
931,3503,"Upper Swale"
932,3503,"Upper Swale"
933,3387,"Rye"
934,3317,"Middle Swale"
935,3387,"Rye"
936,3317,"Middle Swale"
937,3387,"Rye"
938,3317,"Middle Swale"
939,3317,"Middle Swale"
940,3489,"Upper Derwent Yorkshire"
941,3541,"Wiske"
942,3503,"Upper Swale"
943,3503,"Upper Swale"
944,3317,"Middle Swale"
945,3541,"Wiske"
946,3317,"Middle Swale"
947,3387,"Rye"
948,3489,"Upper Derwent Yorkshire"
949,3489,"Upper Derwent Yorkshire"
950,3387,"Rye"
951,3317,"Middle Swale"
952,3503,"Upper Swale"
953,3503,"Upper Swale"
954,3317,"Middle Swale"
955,3317,"Middle Swale"
956,3489,"Upper Derwent Yorkshire"
957,3503,"Upper Swale"
958,3541,"Wiske"
959,3503,"Upper Swale"
960,3489,"Upper Derwent Yorkshire"
961,3387,"Rye"
962,3387,"Rye"
963,3503,"Upper Swale"
964,3317,"Middle Swale"
965,3503,"Upper Swale"
966,3387,"Rye"
967,3387,"Rye"
968,3387,"Rye"
969,3317,"Middle Swale"
970,3489,"Upper Derwent Yorkshire"
971,3503,"Upper Swale"
972,3317,"Middle Swale"
973,3541,"Wiske"
974,3283,"Lower Swale"
975,3387,"Rye"
976,3387,"Rye"
977,3541,"Wiske"
978,3541,"Wiske"
979,3503,"Upper Swale"
980,3317,"Middle Swale"
981,3317,"Middle Swale"
982,3387,"Rye"
983,3503,"Upper Swale"
984,3317,"Middle Swale"
985,3489,"Upper Derwent Yorkshire"
986,3541,"Wiske"
987,3503,"Upper Swale"
988,3317,"Middle Swale"
989,3387,"Rye"
990,3317,"Middle Swale"
991,3387,"Rye"
992,3541,"Wiske"
993,3503,"Upper Swale"
994,3317,"Middle Swale"
995,3387,"Rye"
996,3503,"Upper Swale"
997,3317,"Middle Swale"
998,3387,"Rye"
999,3317,"Middle Swale"
1000,3541,"Wiske"
1001,3387,"Rye"
1002,3503,"Upper Swale"
1003,3317,"Middle Swale"
1004,3387,"Rye"
1005,3317,"Middle Swale"
1006,3317,"Middle Swale"
1007,3541,"Wiske"
1008,3387,"Rye"
1009,3387,"Rye"
1010,3387,"Rye"
1011,3541,"Wiske"
1012,3283,"Lower Swale"
1013,3503,"Upper Swale"
1014,3489,"Upper Derwent Yorkshire"
1015,3503,"Upper Swale"
1016,3503,"Upper Swale"
1017,3317,"Middle Swale"
1018,3541,"Wiske"
1019,3503,"Upper Swale"
1020,3317,"Middle Swale"
1021,3283,"Lower Swale"
1022,3387,"Rye"
1023,3541,"Wiske"
1024,3541,"Wiske"
1025,3541,"Wiske"
1026,3317,"Middle Swale"
1027,3503,"Upper Swale"
1028,3541,"Wiske"
1029,3541,"Wiske"
1030,3317,"Middle Swale"
1031,3387,"Rye"
1032,3503,"Upper Swale"
1033,3283,"Lower Swale"
