"subbasin","opcat_id","opcat_name"
6178,3489,"Upper Derwent Yorkshire"
6179,3507,"Upper Wharfe"
6180,3309,"Middle and Lower Ure"
6181,3387,"Rye"
6182,3283,"Lower Swale"
6183,3387,"Rye"
6184,3497,"Upper Nidd"
6185,3309,"Middle and Lower Ure"
6186,3283,"Lower Swale"
6187,3309,"Middle and Lower Ure"
6188,3283,"Lower Swale"
6189,3387,"Rye"
6190,3507,"Upper Wharfe"
6191,3497,"Upper Nidd"
6192,3283,"Lower Swale"
6193,3387,"Rye"
6194,3387,"Rye"
6195,3489,"Upper Derwent Yorkshire"
6196,3283,"Lower Swale"
6197,3507,"Upper Wharfe"
6198,3507,"Upper Wharfe"
6199,3507,"Upper Wharfe"
6200,3507,"Upper Wharfe"
6201,3387,"Rye"
6202,3387,"Rye"
6203,3387,"Rye"
6204,3497,"Upper Nidd"
6205,3309,"Middle and Lower Ure"
6206,3309,"Middle and Lower Ure"
6207,3387,"Rye"
6208,3387,"Rye"
6209,3309,"Middle and Lower Ure"
6210,3283,"Lower Swale"
6211,3309,"Middle and Lower Ure"
6212,3489,"Upper Derwent Yorkshire"
6213,3309,"Middle and Lower Ure"
6214,3497,"Upper Nidd"
6215,3497,"Upper Nidd"
6216,3309,"Middle and Lower Ure"
6217,3507,"Upper Wharfe"
6218,3387,"Rye"
6219,3283,"Lower Swale"
6220,3283,"Lower Swale"
6221,3387,"Rye"
6222,3283,"Lower Swale"
6223,3283,"Lower Swale"
6224,3497,"Upper Nidd"
6225,3387,"Rye"
6226,3507,"Upper Wharfe"
6227,3309,"Middle and Lower Ure"
6228,3507,"Upper Wharfe"
6229,3309,"Middle and Lower Ure"
6230,3309,"Middle and Lower Ure"
6231,3309,"Middle and Lower Ure"
6232,3489,"Upper Derwent Yorkshire"
6233,3387,"Rye"
6234,3387,"Rye"
6235,3283,"Lower Swale"
6236,3497,"Upper Nidd"
6237,3497,"Upper Nidd"
6238,3309,"Middle and Lower Ure"
6239,3387,"Rye"
6240,3507,"Upper Wharfe"
6241,3489,"Upper Derwent Yorkshire"
6242,3309,"Middle and Lower Ure"
6243,3489,"Upper Derwent Yorkshire"
6244,3507,"Upper Wharfe"
6245,3283,"Lower Swale"
6246,3387,"Rye"
6247,3387,"Rye"
6248,3507,"Upper Wharfe"
6249,3387,"Rye"
6250,3507,"Upper Wharfe"
6251,3507,"Upper Wharfe"
6252,3387,"Rye"
6253,3387,"Rye"
6254,3309,"Middle and Lower Ure"
6255,3283,"Lower Swale"
6256,3387,"Rye"
6257,3387,"Rye"
6258,3507,"Upper Wharfe"
6259,3497,"Upper Nidd"
6260,3387,"Rye"
6261,3309,"Middle and Lower Ure"
6262,3387,"Rye"
6263,3309,"Middle and Lower Ure"
6264,3497,"Upper Nidd"
6265,3309,"Middle and Lower Ure"
6266,3387,"Rye"
6267,3309,"Middle and Lower Ure"
6268,3387,"Rye"
6269,3283,"Lower Swale"
6270,3387,"Rye"
6271,3387,"Rye"
6272,3283,"Lower Swale"
6273,3497,"Upper Nidd"
6274,3507,"Upper Wharfe"
6275,3387,"Rye"
6276,3387,"Rye"
6277,3497,"Upper Nidd"
6278,3283,"Lower Swale"
6279,3387,"Rye"
6280,3309,"Middle and Lower Ure"
6281,3309,"Middle and Lower Ure"
6282,3507,"Upper Wharfe"
6283,3309,"Middle and Lower Ure"
6284,3283,"Lower Swale"
6285,3387,"Rye"
6286,3507,"Upper Wharfe"
6287,3309,"Middle and Lower Ure"
6288,3283,"Lower Swale"
6289,3311,"Middle Derwent Yorkshire"
6290,3387,"Rye"
6291,3309,"Middle and Lower Ure"
6292,3387,"Rye"
6293,3497,"Upper Nidd"
6294,3283,"Lower Swale"
6295,3489,"Upper Derwent Yorkshire"
6296,3507,"Upper Wharfe"
6297,3309,"Middle and Lower Ure"
6298,3497,"Upper Nidd"
6299,3489,"Upper Derwent Yorkshire"
6300,3387,"Rye"
6301,3309,"Middle and Lower Ure"
6302,3283,"Lower Swale"
6303,3283,"Lower Swale"
